Book ID,Title,Author,Genre,Copies
500,The Truth Secret,Charles Dickens,Spirituality,4
501,Beyond Shadow,Kiran Desai,Fiction,4
502,Legacy The,Preeti Shenoy,Fiction,10
503,Dreams Secret Dawn Quest,Stephen King,Self-Help,10
504,Beyond Shadow,Mark Twain,Biography,5
505,Shadow Whispers Silent Legacy,Anita Desai,Spirituality,10
506,Quest Love Power Shadow,Preeti Shenoy,Science,10
507,Silent The,Vikram Seth,History,1
508,Quest Legacy Dawn,R.K. Narayan,Mythology,8
509,Edge Secret,Preeti Shenoy,Fantasy,2
510,Legacy Quest Winds Truth,Arthur Conan Doyle,Mythology,5
511,Flames Secret Silent,Agatha Christie,Self-Help,10
512,Echoes Quest Power Love,Devdutt Pattanaik,Biography,4
513,Power Truth Journey,Amish Tripathi,Romance,4
514,Winds Secret,Sudha Murty,Philosophy,7
515,Whispers Quest Winds,Mark Twain,Fantasy,10
516,Secret Edge Shadow,Devdutt Pattanaik,Technology,4
517,Power Silent,Vikram Seth,Fiction,1
518,Love Flames Secret Journey,Khushwant Singh,Biography,6
519,Dawn Life Secret Whispers,Vikram Seth,Fantasy,7
520,Truth Light,Preeti Shenoy,Self-Help,3
521,Dawn Quest Silent,Charles Dickens,History,5
522,Winds Life,Savi Sharma,Romance,5
523,Truth Quest,Leo Tolstoy,Science,6
524,Legacy Whispers,Charles Dickens,Science,1
525,The Beyond,Sudha Murty,History,4
526,Truth Silent Echoes,Khushwant Singh,Mystery,8
527,Whispers Truth,F. Scott Fitzgerald,Fantasy,6
528,Flames Journey Echoes Beyond,Vikram Seth,Philosophy,4
529,Dreams Flames Winds,Ravinder Singh,Philosophy,7
530,The Whispers,Preeti Shenoy,Fantasy,3
531,Winds Dreams Dawn,George Orwell,Romance,4
532,Beyond Flames Life Journey,Savi Sharma,Mystery,10
533,Beyond Dawn Legacy,Kiran Desai,Education,6
534,Quest Truth Shadow Flames,Kiran Desai,Fiction,3
535,The Echoes Love Truth,Ruskin Bond,Self-Help,8
536,Shadow Silent Journey Dreams,Chetan Bhagat,Philosophy,3
537,Echoes Life Silent Winds,Dr. A.P.J. Abdul Kalam,Spirituality,5
538,Beyond Power Journey,Sudha Murty,Spirituality,5
539,Love Journey,George R.R. Martin,History,3
540,Legacy Silent Life Edge,Preeti Shenoy,Technology,7
541,Winds Power Silent,Ruskin Bond,Science,6
542,Power Silent Love The,Preeti Shenoy,Science,5
543,Dreams Secret Life,Khushwant Singh,Spirituality,10
544,Shadow Silent Whispers Power,Leo Tolstoy,Technology,8
545,Dawn Winds,Vikram Seth,Mystery,4
546,Dawn Beyond Quest,Dr. A.P.J. Abdul Kalam,Mystery,1
547,Legacy Dawn,Mark Twain,Biography,2
548,Secret Whispers Quest Truth,Leo Tolstoy,Spirituality,10
549,Silent Shadow,Vikram Seth,Self-Help,3
550,Love Light Flames The,R.K. Narayan,Romance,8
551,Secret Legacy Echoes,Ravinder Singh,Fantasy,5
552,Love The,Savi Sharma,Spirituality,2
553,Journey Light Power Quest,Amish Tripathi,Education,9
554,Legacy Dawn Dreams,F. Scott Fitzgerald,Science,5
555,Whispers Secret,R.K. Narayan,Fantasy,5
556,Journey Legacy,Preeti Shenoy,Romance,1
557,Secret Edge Dreams,Chetan Bhagat,Philosophy,2
558,The Truth,Khushwant Singh,Biography,9
559,Edge Quest Light,Paulo Coelho,Fantasy,7
560,Legacy Winds,Kiran Desai,Education,9
561,Love Power Winds,Amish Tripathi,Spirituality,6
562,Truth Quest Shadow,Charles Dickens,Philosophy,7
563,Light Whispers,Sudha Murty,Self-Help,5
564,Beyond Silent Life Edge,Jane Austen,Mythology,8
565,Winds Whispers,Amish Tripathi,Mythology,5
566,Secret Edge,Ruskin Bond,Fiction,9
567,The Echoes,George R.R. Martin,Philosophy,6
568,Journey Life Truth,Dr. A.P.J. Abdul Kalam,Fantasy,9
569,Echoes Winds Life Edge,Jane Austen,Biography,10
570,Love Truth Legacy Secret,Amish Tripathi,Mystery,2
571,Shadow Winds,Stephen King,Romance,3
572,Quest Silent,Devdutt Pattanaik,Science,4
573,Winds Dreams,Agatha Christie,Fiction,9
574,Love Shadow,R.K. Narayan,Mythology,5
575,Secret Life Power Dawn,Mark Twain,Biography,8
576,Power Dreams Shadow Truth,Anita Desai,Mystery,1
577,Shadow Journey Dawn,Amish Tripathi,Biography,2
578,Whispers Echoes Life Love,George R.R. Martin,Fiction,10
579,Silent Flames Legacy,Khushwant Singh,History,7
580,Love Journey,Kiran Desai,History,7
581,Edge Secret,Ruskin Bond,History,5
582,The Power Secret,Khushwant Singh,Fantasy,10
583,Love Power Life,George Orwell,History,10
584,Secret Whispers Light Legacy,Preeti Shenoy,Self-Help,3
585,Secret Love Dawn,George Orwell,Mythology,8
586,Secret Dawn,Vikram Seth,Biography,3
587,Power Dreams Journey Edge,Ravinder Singh,Science,6
588,Life Winds,Ruskin Bond,Mythology,9
589,Life Flames Edge,Arundhati Roy,Fiction,7
590,Journey Shadow Power,Amish Tripathi,Fiction,5
591,Love Flames Echoes,Agatha Christie,Self-Help,7
592,Power Silent Quest Whispers,Preeti Shenoy,Romance,7
593,Dreams Silent Power Dawn,Amish Tripathi,Spirituality,8
594,Silent Legacy Dreams Edge,Arthur Conan Doyle,Biography,7
595,Life Journey Dawn Beyond,Ruskin Bond,History,3
596,Edge Whispers,Haruki Murakami,Biography,4
597,Legacy Love Shadow Silent,Chetan Bhagat,Fiction,8
598,Edge Echoes,Kiran Desai,Education,4
599,Silent Power,Preeti Shenoy,Mystery,5
600,Whispers Dawn Secret,Arundhati Roy,Science,10
601,Winds Beyond Secret,Arundhati Roy,History,5
602,Dawn Love Dreams Flames,Ernest Hemingway,Fiction,8
603,Love Winds Echoes Life,Preeti Shenoy,Mythology,1
604,Dawn Power Shadow Love,Chetan Bhagat,Romance,2
605,Shadow Secret Beyond Silent,Arundhati Roy,Science,5
606,Echoes Dawn Edge Dreams,Savi Sharma,Fantasy,10
607,Power Dawn Quest Whispers,Dan Brown,Mystery,3
608,Dawn The Secret Shadow,Chetan Bhagat,Fiction,7
609,Truth Winds Dreams,Kiran Desai,Mythology,7
610,Echoes Life Power,George Orwell,Spirituality,10
611,Power Journey Silent,Savi Sharma,Spirituality,1
612,Quest Light Dawn,R.K. Narayan,Self-Help,1
613,Dawn Flames Edge Secret,Sudha Murty,Technology,1
614,Silent Secret Whispers,Arthur Conan Doyle,Science,9
615,Winds Echoes Journey,Arundhati Roy,Self-Help,4
616,Whispers Edge,Jane Austen,Self-Help,9
617,Echoes Journey,Amish Tripathi,History,6
618,Silent Shadow,Haruki Murakami,Technology,8
619,Life Echoes Legacy,Ravinder Singh,Education,3
620,Whispers Secret Power,Agatha Christie,Self-Help,6
621,Quest Echoes,Arundhati Roy,History,10
622,Shadow Legacy Silent,Vikram Seth,Spirituality,7
623,Legacy Dawn Beyond Whispers,Arundhati Roy,Spirituality,5
624,Edge Life Love,Khushwant Singh,Fiction,6
625,Winds Quest Beyond,Preeti Shenoy,Philosophy,6
626,Dreams Life Secret Winds,Sudha Murty,Biography,3
627,Light Beyond,Ernest Hemingway,Romance,1
628,Echoes Dreams,Chetan Bhagat,Fiction,10
629,Quest Shadow Echoes,Dan Brown,Self-Help,2
630,Light Beyond,Ravinder Singh,Mystery,10
631,Power Life Love Beyond,Devdutt Pattanaik,Mystery,6
632,Light Shadow,Chetan Bhagat,Science,10
633,Flames Light,Savi Sharma,Fiction,3
634,Flames Truth,R.K. Narayan,Technology,8
635,Echoes Whispers,Arundhati Roy,Mythology,10
636,The Legacy Edge,Arundhati Roy,Mythology,4
637,Flames Secret Love,Savi Sharma,Technology,3
638,Shadow Truth Life,Amish Tripathi,Education,7
639,Dreams Legacy Power Echoes,Ernest Hemingway,Education,7
640,Love Legacy Quest,Haruki Murakami,Fiction,5
641,Love Silent Edge,Savi Sharma,Spirituality,4
642,Legacy Echoes Quest Whispers,Jane Austen,Technology,7
643,Truth Secret Life Whispers,Vikram Seth,Education,4
644,Dreams Edge Legacy Light,Agatha Christie,Biography,4
645,Whispers Dawn,Arthur Conan Doyle,Spirituality,4
646,Flames Truth Journey,Arundhati Roy,Romance,4
647,Beyond Shadow Journey,Arundhati Roy,Fiction,1
648,Secret Winds Journey,Stephen King,Mystery,1
649,Flames Journey Life Power,Stephen King,Philosophy,4
650,Edge Silent,Paulo Coelho,Fantasy,10
651,Dreams Quest Echoes Silent,Leo Tolstoy,Self-Help,10
652,Silent Flames Truth,Mark Twain,History,10
653,Shadow Dawn Silent,Savi Sharma,Philosophy,8
654,Whispers The Dreams,Preeti Shenoy,Science,2
655,Secret Journey Silent,Chetan Bhagat,Romance,9
656,Life The Echoes,Anita Desai,Mystery,9
657,Dawn Echoes Edge Dreams,Devdutt Pattanaik,Philosophy,3
658,Beyond Legacy,Khushwant Singh,Science,3
659,Dawn Shadow Flames Power,Stephen King,History,5
660,Whispers Dreams Secret,Amish Tripathi,History,10
661,Quest Silent Power Love,R.K. Narayan,Technology,5
662,Life Truth,Dr. A.P.J. Abdul Kalam,Mythology,2
663,Winds Power Shadow The,Anita Desai,Philosophy,8
664,Whispers Light,Stephen King,Philosophy,8
665,Dawn Power Legacy,Leo Tolstoy,Spirituality,4
666,Truth Winds Echoes,Jane Austen,Mythology,5
667,Truth Journey,Kiran Desai,Romance,2
668,Dreams Power Dawn,Arundhati Roy,Romance,1
669,The Light Legacy Whispers,F. Scott Fitzgerald,History,5
670,Winds Power Journey Secret,Arthur Conan Doyle,History,5
671,Silent Light,Kiran Desai,Mystery,3
672,Whispers Winds,Amish Tripathi,Self-Help,7
673,Silent Shadow Power,R.K. Narayan,Spirituality,6
674,Love Journey,Jane Austen,Romance,10
675,Journey Dawn Winds,Agatha Christie,Science,2
676,Journey Dreams Truth,Arundhati Roy,Mythology,7
677,Secret Dreams Winds Truth,Sudha Murty,Romance,4
678,Beyond Dawn Life Love,Savi Sharma,Fiction,6
679,Winds Life Legacy,Ravinder Singh,Self-Help,9
680,Edge Shadow Journey,Sudha Murty,Spirituality,6
681,Silent Dawn,Vikram Seth,Fiction,3
682,Light Quest Whispers Journey,Devdutt Pattanaik,Science,1
683,Flames Truth Shadow Love,Anita Desai,Technology,10
684,Power Edge Flames Echoes,R.K. Narayan,Technology,7
685,Truth Secret,Savi Sharma,Mythology,5
686,Flames Beyond,Jane Austen,Mystery,3
687,The Dreams Life,Dr. A.P.J. Abdul Kalam,Philosophy,3
688,Life Secret Winds Legacy,Devdutt Pattanaik,Biography,1
689,Truth Secret Legacy,Kiran Desai,Biography,3
690,Flames Edge The,Savi Sharma,Philosophy,6
691,Truth Edge Legacy Dawn,Savi Sharma,Education,9
692,Beyond Winds Quest Echoes,Preeti Shenoy,Mythology,3
693,Silent Dawn Beyond Love,Leo Tolstoy,Romance,8
694,Life Shadow Whispers,Ruskin Bond,Technology,2
695,Truth Dawn Journey The,Anita Desai,Mystery,9
696,Whispers Silent Power Quest,George Orwell,Self-Help,7
697,Dawn Silent Truth,Khushwant Singh,Education,8
698,Truth Secret,Anita Desai,History,9
699,Truth Dawn,Anita Desai,History,2
700,Legacy Dreams Echoes Flames,J.K. Rowling,Education,4
701,Silent Journey Flames Legacy,Ravinder Singh,Mystery,1
702,Quest Whispers Beyond Shadow,Devdutt Pattanaik,Mystery,9
703,Legacy Dawn Whispers Truth,Kiran Desai,Mythology,4
704,Life Edge,Amish Tripathi,Technology,9
705,Love Flames Life Shadow,Ruskin Bond,Technology,5
706,Secret Light,Charles Dickens,Spirituality,9
707,Beyond Flames,Paulo Coelho,Self-Help,8
708,Love The,Ravinder Singh,Education,9
709,Light Journey The Dawn,Dan Brown,Mythology,8
710,Secret Beyond,Khushwant Singh,Science,5
711,Winds Legacy Dawn,Ravinder Singh,Technology,3
712,Winds Echoes Dawn Flames,Dr. A.P.J. Abdul Kalam,Philosophy,7
713,Secret Power Shadow,Amish Tripathi,Fiction,3
714,Echoes The Life Edge,Kiran Desai,Science,8
715,Quest Love,Ravinder Singh,Self-Help,10
716,Echoes Shadow Flames Whispers,Kiran Desai,History,6
717,Dawn Light Shadow,Kiran Desai,Fiction,4
718,Journey Love The Legacy,Chetan Bhagat,Romance,4
719,Whispers Journey Love,Kiran Desai,Self-Help,4
720,Quest Echoes,Ravinder Singh,Philosophy,8
721,Dreams Edge,Vikram Seth,Biography,5
722,Quest Love Shadow Winds,Kiran Desai,Self-Help,7
723,Life Truth Shadow Beyond,R.K. Narayan,History,5
724,Edge Flames,Kiran Desai,Fiction,2
725,Dawn Light Life,Ravinder Singh,Technology,2
726,Journey Quest,Jane Austen,Mystery,8
727,Legacy Whispers Secret Flames,Anita Desai,Mythology,5
728,Dreams Flames Edge Beyond,Preeti Shenoy,History,7
729,Light Beyond Flames Silent,Ravinder Singh,Education,7
730,Shadow Beyond Quest,Leo Tolstoy,Biography,2
731,Shadow Secret,R.K. Narayan,Romance,5
732,Echoes Light Dawn,Ruskin Bond,Romance,5
733,Journey Truth Secret Edge,Kiran Desai,Fantasy,2
734,Truth Journey Quest Winds,Charles Dickens,Technology,4
735,Light The Life,Arundhati Roy,Philosophy,7
736,Shadow Whispers,Leo Tolstoy,Philosophy,9
737,Legacy Echoes,Savi Sharma,Education,4
738,Edge Life Light,Chetan Bhagat,Technology,8
739,Legacy Light Truth,Preeti Shenoy,Self-Help,4
740,Legacy Quest Dreams Flames,Chetan Bhagat,Mythology,3
741,Power Silent,Stephen King,Education,10
742,Journey Whispers Legacy,Haruki Murakami,Romance,9
743,Beyond Echoes Dawn Legacy,George R.R. Martin,Biography,5
744,Journey Whispers Light,Jane Austen,Mythology,8
745,Power Secret Life Light,Savi Sharma,Mystery,8
746,Dawn Life Journey Quest,Khushwant Singh,Mystery,1
747,Flames Echoes,Vikram Seth,Technology,7
748,Dawn Power Legacy,Jane Austen,Self-Help,9
749,Secret Journey Truth,Leo Tolstoy,Education,3
750,Winds Edge Silent Whispers,Arundhati Roy,Philosophy,3
751,Light Dawn,J.K. Rowling,Education,2
752,Legacy Whispers Secret,Chetan Bhagat,Self-Help,1
753,Quest Whispers Edge Dawn,R.K. Narayan,Fantasy,4
754,Love Winds Truth Dawn,Paulo Coelho,Philosophy,1
755,Echoes Dawn Love,Arthur Conan Doyle,Spirituality,6
756,Life Love Edge Flames,Leo Tolstoy,Fantasy,9
757,Legacy Whispers Love,Savi Sharma,Romance,4
758,Love Secret,Arundhati Roy,Education,10
759,Light Winds Echoes Beyond,Dr. A.P.J. Abdul Kalam,Technology,8
760,Edge Shadow,Paulo Coelho,Spirituality,1
761,Power Quest Truth,Savi Sharma,Mythology,5
762,Quest Love,Arundhati Roy,Spirituality,6
763,Truth Love Beyond,R.K. Narayan,Technology,6
764,Journey Quest Dawn,R.K. Narayan,Education,6
765,Truth Dreams Quest,Arundhati Roy,Philosophy,4
766,Flames Beyond Echoes,Amish Tripathi,Technology,5
767,Secret Life Truth Winds,Preeti Shenoy,Fiction,6
768,Legacy Journey,Ravinder Singh,Biography,4
769,Flames Light,Devdutt Pattanaik,Biography,6
770,Life Echoes,Ruskin Bond,Spirituality,10
771,Dreams Flames Legacy Winds,Vikram Seth,Biography,1
772,Legacy Whispers,Ernest Hemingway,History,5
773,Dreams Silent Quest,George Orwell,Science,5
774,Whispers Light Edge,Ravinder Singh,Biography,5
775,Journey Legacy Truth Life,Arundhati Roy,History,7
776,Light Beyond Legacy Shadow,Savi Sharma,Biography,6
777,Power Whispers Winds,Paulo Coelho,Mythology,1
778,Dawn Life,R.K. Narayan,Technology,10
779,Quest Life Echoes,Kiran Desai,Technology,4
780,Truth Light,Ravinder Singh,Philosophy,9
781,Beyond Winds Journey Quest,Arthur Conan Doyle,Romance,5
782,Flames Power Edge Love,Ruskin Bond,History,2
783,Dawn Power,Ernest Hemingway,Fantasy,6
784,The Legacy Echoes,Anita Desai,Education,2
785,Truth Edge,George Orwell,Philosophy,5
786,Edge Dreams Winds Journey,Savi Sharma,Technology,10
787,Dawn Silent Power,Charles Dickens,Philosophy,10
788,Power Legacy,Chetan Bhagat,Philosophy,6
789,Life Flames,Khushwant Singh,Technology,7
790,Life Echoes Light,Devdutt Pattanaik,History,2
791,Dawn The,Devdutt Pattanaik,History,9
792,Edge Winds Flames Quest,Devdutt Pattanaik,Technology,4
793,Dreams Journey Quest,R.K. Narayan,Biography,6
794,Light Flames,Savi Sharma,Self-Help,8
795,Light Shadow Edge,Sudha Murty,Spirituality,5
796,Echoes Journey Truth,Ruskin Bond,Science,1
797,Light Power Dreams,Ruskin Bond,Biography,6
798,Beyond Winds Silent Shadow,J.K. Rowling,Biography,5
799,Shadow Dreams Echoes Truth,Khushwant Singh,Mythology,5
800,Dawn The Life Journey,Dan Brown,Fiction,4
801,Beyond Echoes Silent,Savi Sharma,Romance,10
802,Love Dawn,Stephen King,Mythology,9
803,Love Whispers,Ruskin Bond,Education,2
804,Life Light Silent Whispers,Haruki Murakami,Science,6
805,Dreams The Shadow,Preeti Shenoy,Mythology,10
806,Shadow Power,Ravinder Singh,Science,9
807,Echoes Beyond Light,Paulo Coelho,Biography,4
808,Light Flames Quest Silent,R.K. Narayan,Science,1
809,Truth Legacy Silent Life,Ernest Hemingway,Self-Help,1
810,Life Whispers,Preeti Shenoy,Education,7
811,Echoes Truth Silent Edge,Amish Tripathi,Mythology,10
812,Edge Silent,Sudha Murty,Fantasy,6
813,Beyond The,Arundhati Roy,Mystery,4
814,Dreams Secret Love Life,Chetan Bhagat,Education,9
815,The Dawn Beyond,Ruskin Bond,Education,4
816,Life Whispers,Chetan Bhagat,Philosophy,8
817,Quest Power Secret,Preeti Shenoy,Biography,4
818,Beyond Light,Amish Tripathi,History,8
819,Shadow The Power Echoes,Devdutt Pattanaik,Fantasy,6
820,Power The Beyond,Leo Tolstoy,Self-Help,5
821,Dawn Power Legacy Life,Anita Desai,Fantasy,10
822,Shadow Silent Dawn Light,Kiran Desai,Romance,9
823,The Life,Ravinder Singh,Biography,4
824,Truth Quest The,Leo Tolstoy,Romance,1
825,Flames Secret Beyond Light,Dr. A.P.J. Abdul Kalam,Education,2
826,Shadow Edge Echoes,Ruskin Bond,Mythology,6
827,Quest Legacy Love Flames,Khushwant Singh,Biography,6
828,Secret Power Echoes Winds,Preeti Shenoy,Science,6
829,Legacy Echoes,Haruki Murakami,Self-Help,5
830,Winds Journey Silent Light,R.K. Narayan,Spirituality,4
831,Whispers Power Love,Dan Brown,Self-Help,5
832,Edge Legacy Truth,Amish Tripathi,Philosophy,3
833,Life Winds Edge,R.K. Narayan,Fantasy,9
834,Silent Winds Life Beyond,Ruskin Bond,History,5
835,Silent Flames Power Love,Kiran Desai,Self-Help,6
836,Edge Secret Flames,Leo Tolstoy,Spirituality,6
837,Secret Power Dreams,Khushwant Singh,Fantasy,9
838,Secret Whispers Power Truth,Devdutt Pattanaik,Romance,5
839,Quest Beyond Flames Power,Devdutt Pattanaik,Mythology,4
840,Secret Edge Life,Ernest Hemingway,Philosophy,8
841,Journey Secret,Mark Twain,Philosophy,9
842,Journey Edge Shadow,Jane Austen,Self-Help,1
843,Edge Quest Secret,Dan Brown,Fiction,7
844,Truth Life The,Anita Desai,History,8
845,Dawn Legacy Whispers,Kiran Desai,Spirituality,6
846,Echoes Light,Anita Desai,Spirituality,2
847,Beyond Whispers,Preeti Shenoy,Technology,6
848,Edge Truth Love,Paulo Coelho,Spirituality,5
849,Echoes Winds The,Savi Sharma,Fantasy,2
850,Power Edge Truth Silent,Ernest Hemingway,History,2
851,Truth Silent Secret,Paulo Coelho,Self-Help,1
852,Dreams Legacy,Savi Sharma,Education,4
853,Echoes Whispers Secret,Jane Austen,Biography,4
854,Life Edge Light Dreams,Agatha Christie,Mythology,8
855,Love Life Winds,J.K. Rowling,Self-Help,9
856,Light Dreams,Anita Desai,Fantasy,3
857,The Life Edge,R.K. Narayan,Mystery,10
858,Truth Edge Light,Kiran Desai,Education,3
859,Quest Shadow,Devdutt Pattanaik,Fantasy,7
860,Edge Secret Legacy Flames,Chetan Bhagat,Spirituality,5
861,Power Flames Secret,Arthur Conan Doyle,Science,4
862,Truth Edge,R.K. Narayan,Fiction,6
863,Edge Power Whispers Secret,Sudha Murty,Spirituality,9
864,Shadow Journey,Jane Austen,Self-Help,3
865,Beyond Flames Dreams Shadow,Anita Desai,Mythology,8
866,Edge Quest Whispers,Sudha Murty,Romance,7
867,Journey Life Truth Flames,Charles Dickens,Mythology,10
868,Beyond Echoes Light The,Charles Dickens,Mystery,2
869,Dawn Power,R.K. Narayan,Fantasy,6
870,Dawn Edge,Stephen King,Mythology,4
871,Silent Echoes Dawn,Amish Tripathi,Self-Help,9
872,Secret Beyond Whispers Edge,Arundhati Roy,Education,6
873,Secret Silent Power,George Orwell,Fiction,9
874,Dawn Edge Truth Life,Leo Tolstoy,Romance,9
875,Flames Shadow Truth Power,Kiran Desai,Spirituality,8
876,Dawn Truth,Savi Sharma,Mystery,3
877,Light Quest Truth Secret,Haruki Murakami,Mythology,7
878,Life Winds Light,Amish Tripathi,Science,2
879,Legacy Quest Dreams Echoes,Arundhati Roy,Technology,6
880,Light Flames Life The,Preeti Shenoy,Fiction,4
881,Dawn Life Whispers,George Orwell,History,3
882,Dreams Light,Sudha Murty,Biography,5
883,Winds Truth Whispers,Dr. A.P.J. Abdul Kalam,Philosophy,7
884,Beyond Whispers Love,Preeti Shenoy,Education,4
885,Beyond Power Edge,Savi Sharma,Romance,8
886,Quest Journey Legacy,Arthur Conan Doyle,Science,6
887,Whispers Dawn Love,Khushwant Singh,Technology,3
888,Flames Power Edge,Anita Desai,Philosophy,9
889,Journey Dreams Echoes,R.K. Narayan,Spirituality,4
890,Whispers The Life,R.K. Narayan,Philosophy,9
891,Love Shadow,Sudha Murty,Mystery,9
892,Edge Beyond Love,F. Scott Fitzgerald,Romance,6
893,Winds Light,Haruki Murakami,Education,1
894,Dawn Quest,Paulo Coelho,History,5
895,Dreams Light,Chetan Bhagat,Science,6
896,Whispers Silent Journey Winds,Sudha Murty,Mystery,8
897,Beyond Winds Silent Light,Devdutt Pattanaik,Fiction,8
898,Power Whispers Echoes Light,Kiran Desai,Mystery,2
899,Edge Silent Dreams Flames,Savi Sharma,Education,6
900,Power Whispers,Dan Brown,History,3
901,Dawn Secret,Ruskin Bond,Education,10
902,Dreams The Shadow,Dr. A.P.J. Abdul Kalam,Romance,6
903,Beyond Dawn,Anita Desai,Biography,5
904,Silent Whispers,Preeti Shenoy,Science,8
905,Truth Dreams Edge,Sudha Murty,Mystery,1
906,Power Legacy,J.K. Rowling,History,3
907,Winds Dreams Truth Whispers,Kiran Desai,Technology,3
908,The Winds Beyond Echoes,Paulo Coelho,Education,7
909,Truth Journey Dawn,Dan Brown,Education,7
910,Love Silent,Savi Sharma,Romance,9
911,Winds Beyond,Amish Tripathi,Fantasy,3
912,Light Dawn Life,Kiran Desai,Science,10
913,Whispers Dreams Secret Echoes,Khushwant Singh,Philosophy,10
914,Flames Legacy Secret Beyond,Sudha Murty,Mythology,1
915,Quest Winds,Ravinder Singh,Spirituality,1
916,Dreams Dawn Shadow,Ravinder Singh,Fantasy,6
917,Silent Edge Journey Dawn,Stephen King,Self-Help,9
918,Power Truth Beyond Quest,Ernest Hemingway,Mythology,4
919,Journey Silent Winds,F. Scott Fitzgerald,Science,1
920,Power Quest,Sudha Murty,Technology,3
921,Echoes Light Life,R.K. Narayan,Philosophy,1
922,Echoes Secret Love Dawn,Ruskin Bond,Mystery,7
923,Light Journey Love,Khushwant Singh,Mythology,6
924,Edge Flames Life Truth,Charles Dickens,Mystery,2
925,Flames Secret,Khushwant Singh,Fiction,2
926,Winds Flames Journey Whispers,Kiran Desai,Philosophy,2
927,Whispers Quest,Arundhati Roy,Technology,3
928,Light Flames The,Dan Brown,Fantasy,3
929,Flames Power Echoes Whispers,Sudha Murty,Mythology,3
930,Echoes Love Shadow Edge,R.K. Narayan,History,9
931,The Love,Kiran Desai,Mystery,6
932,Echoes Dreams The,Paulo Coelho,Romance,10
933,Silent Dawn,F. Scott Fitzgerald,Fiction,9
934,The Light Beyond Life,Arundhati Roy,Science,3
935,Shadow Silent Light The,Kiran Desai,Biography,2
936,Truth Love,Vikram Seth,Spirituality,1
937,Power Beyond,Paulo Coelho,Philosophy,4
938,Truth Legacy Whispers Silent,Ruskin Bond,Fantasy,3
939,Beyond Whispers,Haruki Murakami,Education,8
940,Echoes Truth,R.K. Narayan,Romance,4
941,Truth Love Light,Arundhati Roy,Philosophy,3
942,Winds Edge Love Silent,Jane Austen,Mythology,3
943,Love Secret Whispers,Savi Sharma,Biography,10
944,Dreams The Echoes Winds,Charles Dickens,Fantasy,5
945,Love Whispers Shadow Journey,Amish Tripathi,Science,3
946,Secret Quest,George R.R. Martin,Technology,10
947,The Edge Whispers,Leo Tolstoy,Education,7
948,Dreams Love Journey Edge,Kiran Desai,Romance,6
949,Flames Whispers,Anita Desai,Mythology,1
950,Dreams Truth The,George R.R. Martin,Fantasy,9
951,Truth Dreams Legacy Flames,Arthur Conan Doyle,Fiction,5
952,Love Truth Beyond Silent,Paulo Coelho,Romance,8
953,Whispers Quest Dawn Life,Kiran Desai,Mythology,6
954,Secret Legacy Truth,Vikram Seth,Fiction,7
955,Shadow Truth Echoes Silent,Anita Desai,Technology,10
956,Edge The,Charles Dickens,Fantasy,4
957,Silent Echoes,Anita Desai,Mythology,3
958,Legacy Whispers Secret Quest,Ruskin Bond,Biography,1
959,Shadow Truth,Anita Desai,Fantasy,1
960,Edge Shadow,R.K. Narayan,Philosophy,2
961,Legacy Life Power Light,Ravinder Singh,Education,9
962,Whispers The Journey Power,Ravinder Singh,Science,7
963,Beyond Light,Ernest Hemingway,Philosophy,3
964,Legacy Shadow Flames The,Savi Sharma,Mythology,6
965,Dreams Beyond,Ruskin Bond,Spirituality,6
966,Power Love Shadow Secret,R.K. Narayan,Fantasy,4
967,Shadow Secret Flames Edge,George Orwell,History,9
968,Edge Secret,Vikram Seth,Self-Help,6
969,Edge Whispers,Dr. A.P.J. Abdul Kalam,Fantasy,5
970,Beyond Truth Whispers Journey,George Orwell,Self-Help,6
971,Edge The,Arthur Conan Doyle,Education,5
972,Dreams Legacy Flames,Leo Tolstoy,Biography,9
973,Edge Secret Winds The,Anita Desai,Romance,2
974,Love Dawn,Paulo Coelho,Technology,3
975,Journey Shadow,Ruskin Bond,Science,3
976,Shadow Silent,Preeti Shenoy,Romance,3
977,Life Love Beyond Dawn,R.K. Narayan,Self-Help,10
978,Silent Shadow Truth,Preeti Shenoy,History,7
979,The Truth Silent,Agatha Christie,Fantasy,3
980,Life Echoes Truth,Arundhati Roy,Fantasy,4
981,Power Shadow Winds,Preeti Shenoy,Science,1
982,Life Whispers Power,R.K. Narayan,Education,6
983,Flames Journey Winds,Haruki Murakami,Mystery,6
984,Truth Dawn Flames,Anita Desai,Fantasy,7
985,Flames Beyond Echoes,Kiran Desai,Self-Help,5
986,Secret Dreams,Devdutt Pattanaik,Self-Help,8
987,Edge Beyond,Preeti Shenoy,Education,1
988,Legacy Dreams Flames Dawn,F. Scott Fitzgerald,Fiction,8
989,Winds Shadow Life,Ernest Hemingway,Mystery,9
990,Power Silent,Savi Sharma,Fantasy,6
991,The Truth Secret Power,Vikram Seth,Spirituality,7
992,Beyond Whispers Dreams Winds,Devdutt Pattanaik,History,8
993,The Dawn Quest Truth,Preeti Shenoy,Mystery,2
994,Journey Life Beyond,Anita Desai,Philosophy,3
995,Beyond Legacy Quest,Ruskin Bond,Spirituality,5
996,Truth Power,R.K. Narayan,History,6
997,Love Winds,Arthur Conan Doyle,Fiction,1
998,Light Whispers Power,Sudha Murty,Fantasy,6
999,Shadow Whispers The Journey,Preeti Shenoy,Romance,8
